DATE,precip,humidity,wind_speed,sea_pressure,min_temp,rain
2018-11-20T23:59:00,0.0,67.0,3.2,30.04,56.0,0
2023-01-02T23:59:00,0.02,71.0,6.5,30.01,52.0,1
2022-06-21T23:59:00,0.0,77.0,5.2,29.92,65.0,0
2016-09-18T23:59:00,0.0,82.0,4.3,29.92,61.0,0
2018-09-04T23:59:00,0.005,73.0,4.9,29.89,70.0,1
2022-09-10T23:59:00,0.005,78.0,5.0,29.85,72.0,1
2017-11-05T23:59:00,0.005,75.0,4.1,30.08,60.0,1
2017-08-02T23:59:00,0.0,77.0,4.2,29.91,71.0,0
2023-06-03T23:59:00,0.005,77.0,6.1,29.94,60.0,1
2017-02-18T23:59:00,0.08,75.0,7.8,29.62,54.0,1
2020-05-10T23:59:00,0.0,70.0,6.2,29.98,66.0,0
2018-12-01T23:59:00,0.005,66.0,6.9,29.99,57.0,1
2016-04-12T23:59:00,0.0,70.0,4.5,30.16,60.0,0
2021-12-25T23:59:00,0.18,82.0,4.9,30.04,54.0,1
2019-05-23T23:59:00,0.005,67.0,7.8,29.99,59.0,1
2017-01-01T23:59:00,0.005,69.0,5.4,29.97,49.0,1
2018-01-08T23:59:00,0.16,78.0,4.9,29.93,61.0,1
2020-03-14T23:59:00,0.07,79.0,3.5,30.12,58.0,1
2019-08-07T23:59:00,0.0,78.0,5.1,29.95,67.0,0
2020-04-29T23:59:00,0.005,77.0,4.6,29.99,65.0,1
2024-03-27T23:59:00,0.0,74.0,3.9,30.16,50.0,0
2023-02-25T23:59:00,1.03,74.0,11.1,29.97,47.0,1
2021-08-05T23:59:00,0.0,74.0,5.6,29.92,66.0,0
2021-04-07T23:59:00,0.0,73.0,5.6,30.06,56.0,0
2023-02-21T23:59:00,0.02,73.0,9.3,29.87,47.0,1
2020-11-08T23:59:00,0.14,60.0,13.2,29.9,56.0,1
2024-01-09T23:59:00,0.0,56.0,2.1,30.19,38.0,0
2018-05-24T23:59:00,0.005,71.0,6.8,30.09,60.0,1
2016-04-11T23:59:00,0.005,69.0,5.5,30.08,59.0,1
2023-04-03T23:59:00,0.005,55.0,12.8,30.0,55.0,1
2019-01-16T23:59:00,0.11,72.0,6.0,30.18,57.0,1
2018-08-22T23:59:00,0.0,68.0,5.8,30.0,73.0,0
2017-08-18T23:59:00,0.0,71.0,7.0,29.99,68.0,0
2018-06-23T23:59:00,0.005,78.0,10.6,29.88,62.0,1
2023-03-25T23:59:00,0.0,65.0,5.5,30.11,48.0,0
2018-10-04T23:59:00,0.005,75.0,7.0,29.98,68.0,1
2023-04-13T23:59:00,0.01,70.0,8.9,29.88,54.0,1
2022-01-05T23:59:00,0.0,80.0,2.0,30.08,42.0,0
2019-08-30T23:59:00,0.0,81.0,4.9,29.94,69.0,0
2023-02-12T23:59:00,0.39,65.0,6.3,29.92,46.0,1
2017-01-10T23:59:00,0.005,75.0,3.6,30.13,55.0,1
2020-05-14T23:59:00,0.0,64.0,5.9,30.01,61.0,0
2024-03-07T23:59:00,0.06,79.0,5.8,29.94,53.0,1
2019-04-21T23:59:00,0.005,60.0,7.2,30.04,59.0,1
2019-02-21T23:59:00,0.2,63.0,12.1,29.71,45.0,1
2022-04-15T23:59:00,0.0,71.0,5.8,29.99,54.0,0
2018-01-09T23:59:00,1.57,84.0,14.5,29.84,56.0,1
2018-03-19T23:59:00,0.0,63.0,4.4,30.06,51.0,0
2019-05-28T23:59:00,0.0,68.0,6.0,29.94,55.0,0
2022-04-23T23:59:00,0.0,67.0,7.0,30.04,51.0,0
2018-12-24T23:59:00,0.005,81.0,4.4,30.03,54.0,1
2016-05-24T23:59:00,0.005,60.0,8.5,30.03,63.0,1
2017-06-01T23:59:00,0.005,78.0,6.8,29.89,61.0,1
2018-07-27T23:59:00,0.0,75.0,5.8,29.89,70.0,0
2024-01-25T23:59:00,0.005,86.0,4.6,30.15,54.0,1
2024-08-26T23:59:00,0.0,73.0,4.6,30.03,64.0,0
2022-10-27T23:59:00,0.0,69.0,4.2,30.02,59.0,0
2016-11-18T23:59:00,0.0,37.0,2.5,30.06,53.0,0
2023-01-16T23:59:00,0.97,78.0,12.2,29.85,52.0,1
2022-12-13T23:59:00,0.005,72.0,2.1,30.07,42.0,1
2016-04-07T23:59:00,0.31,79.0,3.8,29.98,61.0,1
2022-06-03T23:59:00,0.0,77.0,5.6,29.88,59.0,0
2019-09-14T23:59:00,0.0,70.0,3.5,29.9,66.0,0
2023-08-07T23:59:00,0.0,75.0,4.2,30.02,64.0,0
2017-11-26T23:59:00,0.0,84.0,4.4,30.06,55.0,0
2021-03-13T23:59:00,0.005,64.0,6.7,30.28,52.0,1
2021-11-21T23:59:00,0.0,55.0,2.3,30.06,54.0,0
2018-03-01T23:59:00,0.0,63.0,4.9,30.18,48.0,0
2021-07-25T23:59:00,0.005,70.0,5.2,29.97,70.0,1
2022-10-13T23:59:00,0.005,83.0,5.7,29.98,66.0,1
2019-09-27T23:59:00,0.03,78.0,5.1,29.91,68.0,1
2018-01-31T23:59:00,0.0,41.0,2.6,29.97,54.0,0
2024-06-06T23:59:00,0.0,84.0,4.6,29.9,62.0,0
2022-06-13T23:59:00,0.005,84.0,6.6,29.89,62.0,1
2021-09-27T23:59:00,0.005,75.0,4.6,30.02,66.0,1
2024-09-29T23:59:00,0.0,81.0,7.0,29.89,62.0,0
2018-10-13T23:59:00,0.005,73.0,4.5,29.89,62.0,1
2016-03-07T23:59:00,0.45,65.0,9.7,29.91,51.0,1
2020-08-01T23:59:00,0.0,81.0,5.1,29.93,62.0,0
2019-09-30T23:59:00,0.0,64.0,5.2,29.88,57.0,0
2024-03-30T23:59:00,1.3,79.0,11.4,29.8,52.0,1
2016-12-16T23:59:00,1.2,79.0,14.0,29.96,55.0,1
2019-11-30T23:59:00,0.03,64.0,3.2,30.14,50.0,1
2020-08-26T23:59:00,0.0,78.0,8.1,29.76,70.0,0
2019-12-09T23:59:00,0.02,84.0,3.2,30.09,54.0,1
2022-01-27T23:59:00,0.0,61.0,2.6,30.17,42.0,0
2016-02-29T23:59:00,0.0,78.0,4.3,30.03,54.0,0
2021-03-16T23:59:00,0.01,55.0,6.4,30.08,50.0,1
2022-08-05T23:59:00,0.0,75.0,7.3,29.94,69.0,0
2021-08-20T23:59:00,0.0,67.0,6.2,29.85,71.0,0
2023-09-17T23:59:00,0.0,76.0,5.8,29.99,68.0,0
2023-01-26T23:59:00,0.0,29.0,10.3,30.29,44.0,0
2023-06-01T23:59:00,0.0,76.0,5.7,29.95,59.0,0
2023-09-30T23:59:00,0.005,74.0,7.3,29.88,65.0,1
2022-11-23T23:59:00,0.0,55.0,2.2,30.07,43.0,0
2018-06-08T23:59:00,0.0,71.0,4.5,29.93,61.0,0
2017-04-13T23:59:00,0.0,61.0,9.2,30.04,56.0,0
2022-10-22T23:59:00,0.03,69.0,7.4,29.84,64.0,1
2021-09-25T23:59:00,0.005,76.0,4.5,29.99,67.0,1
2022-12-03T23:59:00,0.0,80.0,2.6,30.09,50.0,0
2016-12-26T23:59:00,0.0,57.0,3.2,30.17,46.0,0
2020-01-25T23:59:00,0.0,84.0,3.5,30.07,54.0,0
2021-04-26T23:59:00,0.05,66.0,8.4,29.93,57.0,1
2021-12-23T23:59:00,0.5,78.0,5.9,30.0,54.0,1
2017-01-11T23:59:00,0.05,86.0,5.8,30.05,56.0,1
2020-01-22T23:59:00,0.0,79.0,3.9,30.17,54.0,0
2016-10-10T23:59:00,0.0,67.0,6.0,29.97,64.0,0
2023-02-26T23:59:00,0.07,62.0,6.1,30.15,46.0,1
2024-07-02T23:59:00,0.0,75.0,5.6,29.85,65.0,0
2020-02-12T23:59:00,0.0,68.0,3.9,30.1,48.0,0
2017-08-15T23:59:00,0.005,73.0,5.4,29.93,66.0,1
2021-12-28T23:59:00,0.08,77.0,7.3,29.92,50.0,1
2024-04-25T23:59:00,0.005,65.0,7.6,30.08,58.0,1
2024-05-05T23:59:00,0.04,63.0,9.0,29.99,56.0,1
2017-02-17T23:59:00,1.07,74.0,17.7,29.71,53.0,1
2016-09-29T23:59:00,0.0,56.0,4.3,30.01,71.0,0
2023-02-24T23:59:00,0.04,65.0,14.3,30.04,50.0,1
2024-08-31T23:59:00,0.0,78.0,5.3,29.96,66.0,0
2024-09-17T23:59:00,0.0,64.0,5.0,29.96,61.0,0
2023-01-13T23:59:00,0.0,69.0,2.3,30.14,48.0,0
2016-01-30T23:59:00,0.04,80.0,4.1,30.04,54.0,1
2021-10-04T23:59:00,0.47,53.0,4.6,29.93,66.0,1
2019-04-22T23:59:00,0.0,62.0,5.8,30.0,57.0,0
2023-11-17T23:59:00,0.12,81.0,2.2,29.97,56.0,1
2016-05-30T23:59:00,0.01,74.0,5.8,29.97,62.0,1
2018-06-16T23:59:00,0.005,70.0,9.2,29.87,63.0,1
2021-12-27T23:59:00,0.05,73.0,5.8,30.04,45.0,1
2024-02-08T23:59:00,0.25,69.0,10.5,30.06,51.0,1
2019-11-20T23:59:00,0.51,76.0,10.9,29.68,58.0,1
2023-10-13T23:59:00,0.0,79.0,3.3,29.91,60.0,0
2022-02-22T23:59:00,0.27,71.0,11.6,30.03,52.0,1
2018-09-12T23:59:00,0.0,68.0,5.8,29.89,68.0,0
2023-09-11T23:59:00,0.005,82.0,5.2,29.91,71.0,1
2021-04-13T23:59:00,0.0,67.0,6.8,29.94,59.0,0
2018-07-18T23:59:00,0.0,74.0,6.6,30.0,68.0,0
2022-05-05T23:59:00,0.0,81.0,6.4,30.01,58.0,0
2017-07-26T23:59:00,0.0,75.0,7.7,30.0,71.0,0
2019-06-14T23:59:00,0.0,68.0,6.4,29.97,62.0,0
2021-08-26T23:59:00,0.0,72.0,6.6,29.84,69.0,0
2022-01-14T23:59:00,0.0,63.0,3.5,30.1,54.0,0
2019-06-07T23:59:00,0.005,79.0,5.2,29.92,62.0,1
2020-10-25T23:59:00,0.12,60.0,7.5,29.93,63.0,1
2016-02-18T23:59:00,0.05,73.0,4.6,30.0,58.0,1
2017-08-19T23:59:00,0.0,72.0,5.6,29.96,68.0,0
2020-04-19T23:59:00,0.005,76.0,6.7,30.06,60.0,1
2024-07-17T23:59:00,0.005,75.0,6.0,29.97,68.0,1
2017-07-06T23:59:00,0.0,75.0,6.5,29.97,66.0,0
2021-06-11T23:59:00,0.0,64.0,4.5,29.95,58.0,0
2019-03-09T23:59:00,0.005,57.0,5.8,30.04,51.0,1
2018-11-29T23:59:00,0.65,78.0,11.7,29.88,59.0,1
2017-04-18T23:59:00,0.005,75.0,7.5,30.1,62.0,1
2018-03-12T23:59:00,0.0,79.0,6.2,30.08,60.0,0
2023-04-18T23:59:00,0.01,73.0,7.0,30.01,55.0,1
2022-08-29T23:59:00,0.0,72.0,7.2,29.9,71.0,0
2016-03-28T23:59:00,0.005,59.0,12.2,29.96,58.0,1
2021-02-12T23:59:00,0.03,71.0,7.1,29.97,53.0,1
2019-07-25T23:59:00,0.0,73.0,4.0,29.95,70.0,0
2020-05-19T23:59:00,0.0,56.0,9.5,30.03,62.0,0
2017-03-26T23:59:00,0.0,70.0,4.8,30.06,59.0,0
2016-03-19T23:59:00,0.0,73.0,4.8,30.02,59.0,0
2018-01-28T23:59:00,0.0,37.0,3.3,30.11,50.0,0
2020-12-14T23:59:00,0.03,72.0,3.0,30.1,50.0,1
2022-03-19T23:59:00,0.06,79.0,5.1,30.02,55.0,1
2022-09-03T23:59:00,0.0,57.0,4.1,29.83,74.0,0
2019-03-04T23:59:00,0.01,73.0,6.7,30.09,54.0,1
2019-02-05T23:59:00,0.16,68.0,8.1,29.97,53.0,1
2021-12-20T23:59:00,0.0,72.0,1.9,30.13,39.0,0
2018-12-11T23:59:00,0.0,74.0,3.1,30.04,57.0,0
2017-02-26T23:59:00,0.06,72.0,7.9,30.02,52.0,1
2019-06-13T23:59:00,0.0,75.0,6.4,29.96,63.0,0
2016-12-31T23:59:00,0.68,80.0,6.4,29.95,52.0,1
2020-11-15T23:59:00,0.0,46.0,3.1,30.07,51.0,0
2020-01-17T23:59:00,0.18,80.0,4.8,30.21,51.0,1
2021-11-08T23:59:00,0.0,71.0,4.9,30.09,59.0,0
2017-02-05T23:59:00,0.005,74.0,4.8,30.05,55.0,1
2022-03-29T23:59:00,0.21,80.0,5.3,29.98,54.0,1
2016-10-16T23:59:00,0.0,77.0,8.0,30.01,66.0,0
2018-03-18T23:59:00,0.005,60.0,6.7,30.13,51.0,1
2017-01-12T23:59:00,0.32,83.0,4.9,29.99,54.0,1
2022-06-24T23:59:00,0.0,78.0,7.3,29.88,64.0,0
2024-02-21T23:59:00,0.42,84.0,4.4,30.14,54.0,1
2022-08-08T23:59:00,0.005,74.0,4.3,29.94,68.0,1
2018-12-12T23:59:00,0.0,77.0,4.6,30.13,53.0,0
2019-01-05T23:59:00,0.15,61.0,5.0,30.0,50.0,1
2019-11-29T23:59:00,0.27,66.0,9.1,29.92,50.0,1
2019-04-29T23:59:00,0.02,75.0,9.5,29.89,60.0,1
2023-01-29T23:59:00,0.005,70.0,8.6,29.96,53.0,1
2017-06-14T23:59:00,0.0,72.0,5.0,29.9,61.0,0
2023-11-30T23:59:00,0.2,86.0,3.3,29.96,55.0,1
2017-09-08T23:59:00,0.01,75.0,6.8,29.9,69.0,1
2016-09-16T23:59:00,0.0,72.0,4.7,29.94,61.0,0
2018-10-11T23:59:00,0.0,58.0,5.9,29.83,65.0,0
2017-11-25T23:59:00,0.0,86.0,3.1,30.02,54.0,0
2023-03-23T23:59:00,0.08,69.0,8.0,30.24,53.0,1
2024-05-15T23:59:00,0.0,73.0,6.4,29.95,60.0,0
2021-04-24T23:59:00,0.0,63.0,6.2,30.02,60.0,0
2024-06-10T23:59:00,0.0,74.0,5.8,29.94,62.0,0
2016-02-14T23:59:00,0.0,67.0,4.1,30.02,51.0,0
2017-11-07T23:59:00,0.005,74.0,2.4,30.08,61.0,1
2016-09-17T23:59:00,0.0,73.0,5.2,29.93,64.0,0
2017-09-03T23:59:00,0.03,73.0,7.7,29.94,71.0,1
2022-12-31T23:59:00,0.03,83.0,5.8,30.01,58.0,1
2020-06-07T23:59:00,0.0,67.0,6.6,29.93,62.0,0
2017-07-01T23:59:00,0.0,79.0,6.7,29.9,64.0,0
2016-11-26T23:59:00,0.11,65.0,6.5,30.03,49.0,1
2024-05-03T23:59:00,0.005,71.0,6.3,29.9,61.0,1
2016-09-27T23:59:00,0.0,39.0,4.8,29.86,74.0,0
2018-05-07T23:59:00,0.0,74.0,5.3,30.05,60.0,0
2024-08-05T23:59:00,0.0,78.0,5.5,29.89,69.0,0
2022-11-10T23:59:00,0.0,67.0,3.4,30.11,46.0,0
2016-12-06T23:59:00,0.0,69.0,6.9,30.0,58.0,0
2017-05-16T23:59:00,0.005,64.0,9.1,30.05,59.0,1
2016-11-11T23:59:00,0.0,33.0,3.0,30.06,62.0,0
2021-03-20T23:59:00,0.005,72.0,4.4,30.16,54.0,1
2019-11-21T23:59:00,0.15,76.0,6.2,29.93,57.0,1
2022-09-15T23:59:00,0.0,66.0,4.9,29.95,67.0,0
2023-04-23T23:59:00,0.0,74.0,8.0,29.85,59.0,0
2021-12-11T23:59:00,0.0,59.0,2.4,30.15,44.0,0
2016-06-10T23:59:00,0.005,73.0,8.0,29.95,62.0,1
2021-01-23T23:59:00,0.38,73.0,5.4,29.93,48.0,1
2021-06-05T23:59:00,0.0,67.0,5.9,29.96,63.0,0
2019-01-18T23:59:00,0.07,83.0,4.4,30.25,56.0,1
2017-05-08T23:59:00,0.005,73.0,8.4,29.89,53.0,1
2016-01-07T23:59:00,0.56,67.0,11.7,29.94,53.0,1
2018-02-18T23:59:00,0.0,57.0,6.0,29.98,53.0,0
2024-02-03T23:59:00,0.005,68.0,4.2,30.04,49.0,1
2016-10-24T23:59:00,0.04,73.0,5.0,30.06,64.0,1
2019-09-26T23:59:00,0.005,79.0,7.5,29.98,70.0,1
2020-01-23T23:59:00,0.0,85.0,3.3,30.09,49.0,0
2022-06-09T23:59:00,0.005,87.0,5.4,29.85,61.0,1
2021-06-17T23:59:00,0.0,78.0,5.0,29.83,61.0,0
2021-09-18T23:59:00,0.0,68.0,7.2,30.03,67.0,0
2023-08-23T23:59:00,0.0,85.0,6.6,29.9,66.0,0
2018-11-07T23:59:00,0.0,67.0,6.2,29.98,66.0,0
2021-06-19T23:59:00,0.0,73.0,5.8,29.81,66.0,0
2020-03-18T23:59:00,0.23,74.0,8.4,29.83,52.0,1
2020-12-17T23:59:00,0.005,77.0,3.5,30.03,45.0,1
2024-04-19T23:59:00,0.0,66.0,5.4,29.98,60.0,0
2020-04-05T23:59:00,0.19,66.0,8.7,29.93,58.0,1
2018-03-14T23:59:00,0.01,75.0,8.8,30.04,60.0,1
2017-11-01T23:59:00,0.005,69.0,5.2,29.97,64.0,1
2021-11-24T23:59:00,0.0,75.0,4.5,30.07,53.0,0
2024-02-06T23:59:00,0.88,83.0,9.8,29.75,54.0,1
2018-04-01T23:59:00,0.0,73.0,5.4,29.94,57.0,0
2022-12-15T23:59:00,0.0,74.0,2.9,30.13,42.0,0
2016-09-21T23:59:00,0.16,83.0,6.6,29.89,68.0,1
2022-09-06T23:59:00,0.0,71.0,3.8,29.84,73.0,0
2023-02-02T23:59:00,0.0,52.0,2.2,30.29,41.0,0
2019-03-27T23:59:00,0.0,71.0,6.6,30.09,57.0,0
2021-08-13T23:59:00,0.0,65.0,4.0,30.05,71.0,0
2021-01-28T23:59:00,0.08,61.0,5.7,30.0,46.0,1
2016-04-24T23:59:00,0.0,67.0,7.9,29.94,60.0,0
2018-02-24T23:59:00,0.005,40.0,4.5,30.28,44.0,1
2022-12-28T23:59:00,0.45,78.0,5.7,29.94,58.0,1
2019-01-03T23:59:00,0.0,38.0,2.7,30.17,42.0,0
2021-10-18T23:59:00,0.005,66.0,6.6,30.0,55.0,1
2017-07-19T23:59:00,0.0,73.0,5.9,29.98,71.0,0
2024-04-10T23:59:00,0.0,64.0,4.3,30.04,51.0,0
2020-04-12T23:59:00,0.005,77.0,6.5,30.09,58.0,1
2016-03-11T23:59:00,0.15,73.0,7.3,30.04,56.0,1
2022-05-07T23:59:00,0.0,78.0,7.5,29.94,60.0,0
2016-05-08T23:59:00,0.005,63.0,5.7,29.97,60.0,1
2022-08-15T23:59:00,0.0,75.0,5.6,29.85,70.0,0
2023-03-11T23:59:00,0.15,89.0,5.9,30.1,58.0,1
2020-12-18T23:59:00,0.0,77.0,2.8,30.16,50.0,0
2016-03-08T23:59:00,0.0,65.0,4.5,29.97,48.0,0
2021-12-13T23:59:00,0.005,71.0,4.4,30.11,49.0,1
2023-09-13T23:59:00,0.0,73.0,4.7,29.96,67.0,0
2020-09-21T23:59:00,0.0,72.0,5.5,29.95,68.0,0
2023-07-31T23:59:00,0.005,80.0,4.8,29.94,69.0,1
2023-01-11T23:59:00,0.0,79.0,2.9,30.22,48.0,0
2020-11-04T23:59:00,0.0,74.0,3.9,30.06,60.0,0
2020-06-27T23:59:00,0.0,73.0,5.0,29.91,65.0,0
2016-05-19T23:59:00,0.005,72.0,6.2,29.92,62.0,1
2018-10-12T23:59:00,0.48,69.0,5.8,29.81,63.0,1
2019-05-16T23:59:00,0.02,65.0,11.6,29.97,61.0,1
2019-10-06T23:59:00,0.0,70.0,3.8,29.99,55.0,0
2023-02-20T23:59:00,0.0,69.0,2.8,30.06,45.0,0
2022-10-25T23:59:00,0.0,57.0,3.8,30.06,51.0,0
2021-12-04T23:59:00,0.0,77.0,4.8,30.14,56.0,0
2016-09-28T23:59:00,0.0,43.0,4.8,29.92,73.0,0
2023-01-31T23:59:00,0.05,65.0,3.9,30.06,46.0,1
2018-03-22T23:59:00,0.005,66.0,5.3,30.05,60.0,1
2019-10-29T23:59:00,0.0,62.0,3.7,29.94,51.0,0
2024-07-31T23:59:00,0.0,75.0,5.8,29.93,65.0,0
2022-03-15T23:59:00,0.0,83.0,4.1,30.13,51.0,0
2020-02-03T23:59:00,0.005,34.0,8.6,29.88,57.0,1
2017-01-07T23:59:00,0.0,56.0,2.3,30.17,52.0,0
2023-10-14T23:59:00,0.0,83.0,4.6,30.02,62.0,0
2018-04-18T23:59:00,0.0,65.0,6.2,30.06,54.0,0
2023-08-26T23:59:00,0.0,79.0,7.0,29.93,65.0,0
2022-01-28T23:59:00,0.0,47.0,2.5,30.2,43.0,0
2024-02-01T23:59:00,0.82,82.0,11.6,29.82,55.0,1
2018-03-27T23:59:00,0.0,50.0,5.3,30.11,52.0,0
2019-10-18T23:59:00,0.0,73.0,4.9,29.9,61.0,0
2022-06-25T23:59:00,0.0,81.0,7.3,29.92,61.0,0
2016-03-06T23:59:00,0.1,67.0,10.2,30.05,58.0,1
2017-11-17T23:59:00,0.005,75.0,4.4,30.06,61.0,1
2020-04-14T23:59:00,0.005,82.0,6.6,30.11,59.0,1
2019-06-04T23:59:00,0.005,81.0,5.8,29.94,62.0,1
2018-01-11T23:59:00,0.0,81.0,3.5,30.19,51.0,0
2018-10-02T23:59:00,0.0,74.0,5.5,29.89,69.0,0
2019-01-12T23:59:00,0.43,78.0,5.2,30.05,53.0,1
2017-08-28T23:59:00,0.005,77.0,7.9,29.82,68.0,1
2020-06-10T23:59:00,0.0,46.0,3.5,29.95,62.0,0
2019-07-20T23:59:00,0.0,72.0,7.8,29.94,67.0,0
